Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
"Alarm&Call.NG_Unit_Kaishi_Lineout","R00085.09",Short,1,R/W,100,,,,,,,,,,"",
"Alarm&Call.Waiting_MiniPallet_AGV","R00085.01",Short,1,R/W,100,,,,,,,,,,"",
"Alarm&Call.Waiting_Pallet","R00085.00",Short,1,R/W,100,,,,,,,,,,"",
"Alarm&Call.Waiting_Parts_Kitbox_Return","R00085.08",Short,1,R/W,100,,,,,,,,,,"",
"CV07_Judge3.6PM_MachineFinishTime","R00517",Word,1,R/W,100,,,,,,,,,,"",
"CV07_Judge3.6PM_MachineStartTime","R00499",Word,1,R/W,100,,,,,,,,,,"",
"CV07_Judge3.6PM_OpeartionFinishTime","R00511",Word,1,R/W,100,,,,,,,,,,"",
"CV07_Judge3.6PM_OpeartionStartTime","R00505",Word,1,R/W,100,,,,,,,,,,"",
"CV07_Judge3.6PM_WorkPieceArrivalTime","R00493",Word,1,R/W,100,,,,,,,,,,"",
"CV07_Judge3.6PM_WorkPieceReleaseTime","R00523",Word,1,R/W,100,,,,,,,,,,"",
"CV07_Judge3.message","RSH00406.030",String,1,R/W,100,,,,,,,,,,"",
"CV07_Judge3.MPLC_WRITE_OK","R00402",Short,1,R/W,100,,,,,,,,,,"",
"CV07_Judge3.PHS_OK","R00404",Short,1,R/W,100,,,,,,,,,,"",
"CV07_Judge3.RequestToPHS","R00401",Short,1,R/W,100,,,,,,,,,,"",
"CV07_Judge3.returnCode","R00405",Short,1,R/W,100,,,,,,,,,,"",
"CV07_Judge3.ScannedData","RSH00529.030",String,1,R/W,100,,,,,,,,,,"",
"CV07_Judge3.TestResult_CycleTime","R00562",Word,1,R/W,100,,,,,,,,,,"",
"CV07_Judge3.TestResult_NGCode","RSH00560.004",String,1,R/W,100,,,,,,,,,,"",
"CV07_Judge3.TestResult_ProcessingResult","RSH00559.002",String,1,R/W,100,,,,,,,,,,"",
"CV07_Judge3.UnitInfo_CallSign","RSH00455.004",String,1,R/W,100,,,,,,,,,,"",
"CV07_Judge3.UnitInfo_EQPTID","R00488",Word,1,R/W,100,,,,,,,,,,"",
"CV07_Judge3.UnitInfo_LineCode","RSH00485.006",String,1,R/W,100,,,,,,,,,,"",
"CV07_Judge3.UnitInfo_ModelName","RSH00457.010",String,1,R/W,100,,,,,,,,,,"",
"CV07_Judge3.UnitInfo_OperatorCode","RSH00489.008",String,1,R/W,100,,,,,,,,,,"",
"CV07_Judge3.UnitInfo_PalletNo","RSH00481.008",String,1,R/W,100,,,,,,,,,,"",
"CV07_Judge3.UnitInfo_Revision","RSH00467.002",String,1,R/W,100,,,,,,,,,,"",
"CV07_Judge3.UnitInfo_SerialNo","RSH00476.010",String,1,R/W,100,,,,,,,,,,"",
"CV07_Judge3.UnitInfo_WO","RSH00468.008",String,1,R/W,100,,,,,,,,,,"",
"CV08_LineIn.6PM_MachineFinishTime","R01317",Word,1,R/W,100,,,,,,,,,,"",
"CV08_LineIn.6PM_MachineStartTime","R01299",Word,1,R/W,100,,,,,,,,,,"",
"CV08_LineIn.6PM_OpeartionFinishTime","R01311",Word,1,R/W,100,,,,,,,,,,"",
"CV08_LineIn.6PM_OpeartionStartTime","R01305",Word,1,R/W,100,,,,,,,,,,"",
"CV08_LineIn.6PM_WorkPieceArrivalTime","R01293",Word,1,R/W,100,,,,,,,,,,"",
"CV08_LineIn.6PM_WorkPieceReleaseTime","R01323",Word,1,R/W,100,,,,,,,,,,"",
"CV08_LineIn.message","RSH01206.030",String,1,R/W,100,,,,,,,,,,"",
"CV08_LineIn.PHS_ACK","R01205",Short,1,R/W,100,,,,,,,,,,"",
"CV08_LineIn.PHS_OK","R01204",Short,1,R/W,100,,,,,,,,,,"",
"CV08_LineIn.RequestToPHS","R01201",Short,1,R/W,100,,,,,,,,,,"",
"CV08_LineIn.ScannedData","RSH01329.030",String,1,R/W,100,,,,,,,,,,"",
"CV08_LineIn.TestResult_CycleTime","R01362",Word,1,R/W,100,,,,,,,,,,"",
"CV08_LineIn.TestResult_NGCode","RSH01360.004",String,1,R/W,100,,,,,,,,,,"",
"CV08_LineIn.TestResult_ProcessingResult","RSH01359.002",String,1,R/W,100,,,,,,,,,,"",
"CV08_LineIn.UnitInfo_CallSign","RSH01255.004",String,1,R/W,100,,,,,,,,,,"",
"CV08_LineIn.UnitInfo_EQPTID","R01288",Word,1,R/W,100,,,,,,,,,,"",
"CV08_LineIn.UnitInfo_LineCode","RSH01285.006",String,1,R/W,100,,,,,,,,,,"",
"CV08_LineIn.UnitInfo_ModelName","RSH01257.010",String,1,R/W,100,,,,,,,,,,"",
"CV08_LineIn.UnitInfo_OperatorCode","RSH01289.008",String,1,R/W,100,,,,,,,,,,"",
"CV08_LineIn.UnitInfo_PalletNo","RSH01281.008",String,1,R/W,100,,,,,,,,,,"",
"CV08_LineIn.UnitInfo_Revision","RSH01267.002",String,1,R/W,100,,,,,,,,,,"",
"CV08_LineIn.UnitInfo_SerialNo","RSH01276.010",String,1,R/W,100,,,,,,,,,,"",
"CV08_LineIn.UnitInfo_WO","RSH01268.008",String,1,R/W,100,,,,,,,,,,"",
"CV09_Judge4.6PM_MachineFinishTime","R01617",Word,1,R/W,100,,,,,,,,,,"",
"CV09_Judge4.6PM_MachineStartTime","R01599",Word,1,R/W,100,,,,,,,,,,"",
"CV09_Judge4.6PM_OpeartionFinishTime","R01611",Word,1,R/W,100,,,,,,,,,,"",
"CV09_Judge4.6PM_OpeartionStartTime","R01605",Word,1,R/W,100,,,,,,,,,,"",
"CV09_Judge4.6PM_WorkPieceArrivalTime","R01593",Word,1,R/W,100,,,,,,,,,,"",
"CV09_Judge4.6PM_WorkPieceReleaseTime","R01623",Word,1,R/W,100,,,,,,,,,,"",
"CV09_Judge4.message","RSH01506.030",String,1,R/W,100,,,,,,,,,,"",
"CV09_Judge4.MPLC_WRITE_OK","R01502",Short,1,R/W,100,,,,,,,,,,"",
"CV09_Judge4.PHS_OK","R01504",Short,1,R/W,100,,,,,,,,,,"",
"CV09_Judge4.RequestToPHS","R01501",Short,1,R/W,100,,,,,,,,,,"",
"CV09_Judge4.returnCode","R01505",Short,1,R/W,100,,,,,,,,,,"",
"CV09_Judge4.ScannedData","RSH01629.030",String,1,R/W,100,,,,,,,,,,"",
"CV09_Judge4.TestResult_CycleTime","R01662",Word,1,R/W,100,,,,,,,,,,"",
"CV09_Judge4.TestResult_NGCode","RSH01660.004",String,1,R/W,100,,,,,,,,,,"",
"CV09_Judge4.TestResult_ProcessingResult","RSH01659.002",String,1,R/W,100,,,,,,,,,,"",
"CV09_Judge4.UnitInfo_CallSign","RSH01555.004",String,1,R/W,100,,,,,,,,,,"",
"CV09_Judge4.UnitInfo_EQPTID","R01588",Word,1,R/W,100,,,,,,,,,,"",
"CV09_Judge4.UnitInfo_LineCode","RSH01585.006",String,1,R/W,100,,,,,,,,,,"",
"CV09_Judge4.UnitInfo_ModelName","RSH01557.010",String,1,R/W,100,,,,,,,,,,"",
"CV09_Judge4.UnitInfo_OperatorCode","RSH01589.008",String,1,R/W,100,,,,,,,,,,"",
"CV09_Judge4.UnitInfo_PalletNo","RSH01581.008",String,1,R/W,100,,,,,,,,,,"",
"CV09_Judge4.UnitInfo_Revision","RSH01567.002",String,1,R/W,100,,,,,,,,,,"",
"CV09_Judge4.UnitInfo_SerialNo","RSH01576.010",String,1,R/W,100,,,,,,,,,,"",
"CV09_Judge4.UnitInfo_WO","RSH01568.008",String,1,R/W,100,,,,,,,,,,"",
"CV10_LineOut2.PHS_ACK","R01805",Short,1,R/W,100,,,,,,,,,,"",
"CV10_LineOut2.PHS_OK","R01804",Short,1,R/W,100,,,,,,,,,,"",
"CV10_LineOut2.RequestToPHS","R01801",Short,1,R/W,100,,,,,,,,,,"",
"CV10_LineOut2.UnitInfo_ModelNo","RSH01857.010",String,1,R/W,100,,,,,,,,,,"",
"CV10_LineOut2.UnitInfo_Revision","RSH01867.002",String,1,R/W,100,,,,,,,,,,"",
"CV10_LineOut2.UnitInfo_SerialNo","RSH01876.010",String,1,R/W,100,,,,,,,,,,"",
"CV10_LineOut2.UnitInfo_WIP","R06002",Short,1,R/W,100,,,,,,,,,,"",
"CV14_FinalInspection.6PM_MachineFinishTime","R03117",Word,1,R/W,100,,,,,,,,,,"",
"CV14_FinalInspection.6PM_MachineStartTime","R03099",Word,1,R/W,100,,,,,,,,,,"",
"CV14_FinalInspection.6PM_OpeartionFinishTime","R03111",Word,1,R/W,100,,,,,,,,,,"",
"CV14_FinalInspection.6PM_OpeartionStartTime","R03105",Word,1,R/W,100,,,,,,,,,,"",
"CV14_FinalInspection.6PM_WorkPieceArrivalTime","R03093",Word,1,R/W,100,,,,,,,,,,"",
"CV14_FinalInspection.6PM_WorkPieceReleaseTime","R03123",Word,1,R/W,100,,,,,,,,,,"",
"CV14_FinalInspection.PostResultmessage","RSH03040.030",String,1,R/W,100,,,,,,,,,,"",
"CV14_FinalInspection.PostResultPHS_OK","R03038",Short,1,R/W,100,,,,,,,,,,"",
"CV14_FinalInspection.PostResultRequestToPHS","R03003",Short,1,R/W,100,,,,,,,,,,"",
"CV14_FinalInspection.PostResultreturnCode","R03039",Short,1,R/W,100,,,,,,,,,,"",
"CV14_FinalInspection.ScannedData","RSH03129.030",String,1,R/W,100,,,,,,,,,,"",
"CV14_FinalInspection.TestResult_CycleTime","R03162",Word,1,R/W,100,,,,,,,,,,"",
"CV14_FinalInspection.TestResult_NGCode","RSH03160.004",String,1,R/W,100,,,,,,,,,,"",
"CV14_FinalInspection.TestResult_ProcessingResult","RSH03159.002",String,1,R/W,100,,,,,,,,,,"",
"CV14_FinalInspection.UnitInfo_CallSign","RSH03055.002",String,1,R/W,100,,,,,,,,,,"",
"CV14_FinalInspection.UnitInfo_EQPTID","R03088",Word,1,R/W,100,,,,,,,,,,"",
"CV14_FinalInspection.UnitInfo_LineCode","RSH03085.006",String,1,R/W,100,,,,,,,,,,"",
"CV14_FinalInspection.UnitInfo_ModelName","RSH03057.010",String,1,R/W,100,,,,,,,,,,"",
"CV14_FinalInspection.UnitInfo_OperatorCode","RSH03089.008",String,1,R/W,100,,,,,,,,,,"",
"CV14_FinalInspection.UnitInfo_PalletNo","RSH03081.008",String,1,R/W,100,,,,,,,,,,"",
"CV14_FinalInspection.UnitInfo_Revision","RSH03067.002",String,1,R/W,100,,,,,,,,,,"",
"CV14_FinalInspection.UnitInfo_SerialNo","RSH03076.010",String,1,R/W,100,,,,,,,,,,"",
"CV14_FinalInspection.UnitInfo_WO","RSH03068.008",String,1,R/W,100,,,,,,,,,,"",
"CV15_Judge5.6PM_MachineFinishTime","R03417",Word,1,R/W,100,,,,,,,,,,"",
"CV15_Judge5.6PM_MachineStartTime","R03399",Word,1,R/W,100,,,,,,,,,,"",
"CV15_Judge5.6PM_OpeartionFinishTime","R03411",Word,1,R/W,100,,,,,,,,,,"",
"CV15_Judge5.6PM_OpeartionStartTime","R03405",Word,1,R/W,100,,,,,,,,,,"",
"CV15_Judge5.6PM_WorkPieceArrivalTime","R03393",Word,1,R/W,100,,,,,,,,,,"",
"CV15_Judge5.6PM_WorkPieceReleaseTime","R03423",Word,1,R/W,100,,,,,,,,,,"",
"CV15_Judge5.message","RSH03306.030",String,1,R/W,100,,,,,,,,,,"",
"CV15_Judge5.MPLC_WRITE_OK","R03302",Short,1,R/W,100,,,,,,,,,,"",
"CV15_Judge5.PHS_OK","R03304",Short,1,R/W,100,,,,,,,,,,"",
"CV15_Judge5.RequestToPHS","R03301",Short,1,R/W,100,,,,,,,,,,"",
"CV15_Judge5.returnCode","R03305",Short,1,R/W,100,,,,,,,,,,"",
"CV15_Judge5.RFID_Tag_Data_01","RSH03900.128",String,1,R/W,100,,,,,,,,,,"",
"CV15_Judge5.RFID_Tag_Data_02","RSH03964.128",String,1,R/W,100,,,,,,,,,,"",
"CV15_Judge5.ScannedData","RSH03429.030",String,1,R/W,100,,,,,,,,,,"",
"CV15_Judge5.TestResult_CycleTime","R03462",Word,1,R/W,100,,,,,,,,,,"",
"CV15_Judge5.TestResult_NGCode","RSH03460.004",String,1,R/W,100,,,,,,,,,,"",
"CV15_Judge5.TestResult_ProcessingResult","RSH03459.002",String,1,R/W,100,,,,,,,,,,"",
"CV15_Judge5.UnitInfo_CallSign","RSH03355.004",String,1,R/W,100,,,,,,,,,,"",
"CV15_Judge5.UnitInfo_EQPTID","R03388",Word,1,R/W,100,,,,,,,,,,"",
"CV15_Judge5.UnitInfo_LineCode","RSH03385.006",String,1,R/W,100,,,,,,,,,,"",
"CV15_Judge5.UnitInfo_ModelName","RSH03357.010",String,1,R/W,100,,,,,,,,,,"",
"CV15_Judge5.UnitInfo_OperatorCode","RSH03389.008",String,1,R/W,100,,,,,,,,,,"",
"CV15_Judge5.UnitInfo_PalletNo","RSH03381.008",String,1,R/W,100,,,,,,,,,,"",
"CV15_Judge5.UnitInfo_Revision","RSH03367.002",String,1,R/W,100,,,,,,,,,,"",
"CV15_Judge5.UnitInfo_SerialNo","RSH03376.010",String,1,R/W,100,,,,,,,,,,"",
"CV15_Judge5.UnitInfo_WO","RSH03368.008",String,1,R/W,100,,,,,,,,,,"",
"CV16_LineOut3.PHS_ACK","R03605",Short,1,R/W,100,,,,,,,,,,"",
"CV16_LineOut3.PHS_OK","R03604",Short,1,R/W,100,,,,,,,,,,"",
"CV16_LineOut3.RequestToPHS","R03601",Short,1,R/W,100,,,,,,,,,,"",
"CV16_LineOut3.RFID_Tag_Data_01","RSH06000.128",String,1,R/W,100,,,,,,,,,,"",
"CV16_LineOut3.RFID_Tag_Data_02","RSH06064.128",String,1,R/W,100,,,,,,,,,,"",
"CV16_LineOut3.UnitInfo_ModelNo","RSH03657.010",String,1,R/W,100,,,,,,,,,,"",
"CV16_LineOut3.UnitInfo_Revision","RSH03667.002",String,1,R/W,100,,,,,,,,,,"",
"CV16_LineOut3.UnitInfo_SerialNo","RSH03676.010",String,1,R/W,100,,,,,,,,,,"",
"CV16_LineOut3.UnitInfo_WIP","R06003",Short,1,R/W,100,,,,,,,,,,"",
"Equipment_Status.CVD_Running","R00050.13",Short,1,R/W,100,,,,,,,,,,"",
"Equipment_Status.CVE_Running","R00050.14",Short,1,R/W,100,,,,,,,,,,"",
"Equipment_Status.CVF_Running","R00050.15",Short,1,R/W,100,,,,,,,,,,"",
"Equipment_Status.F1_CycleTime_Minutes","D0015102",Short,1,R/W,100,,,,,,,,,,"",
"Equipment_Status.F1_CycleTime_Seconds","D0015101",Short,1,R/W,100,,,,,,,,,,"",
"Equipment_Status.F2_CycleTime_Minutes","D0015104",Short,1,R/W,100,,,,,,,,,,"",
"Equipment_Status.F2_CycleTime_Seconds","D0015103",Short,1,R/W,100,,,,,,,,,,"",
"Equipment_Status.F3_CycleTime_Minutes","D0015106",Short,1,R/W,100,,,,,,,,,,"",
"Equipment_Status.F3_CycleTime_Seconds","D0015105",Short,1,R/W,100,,,,,,,,,,"",
