Tag Name,Address,Data Type,Respect Data Type,Client Access,Scan Rate,Scaling,Raw Low,Raw High,Scaled Low,Scaled High,Scaled Data Type,Clamp Low,Clamp High,Eng Units,Description,Negate Value
"TestResult.TestResult_RegulatedPres1","R00227",Short,1,R/W,100,,,,,,,,,,"",
"TestResult.TestResult_RetryCount","ZR000222",BCD,1,R/W,100,,,,,,,,,,"",
"TestResult.TestResult_TrendDataFN","ZR000224.02",BCD,1,R/W,100,,,,,,,,,,"",
"TestResult.TestResult_VacuumProcessCycleTime","R00207",Short,1,R/W,100,,,,,,,,,,"",
"UnitInfo.UnitInfo_CallSign","RSH00057.004",String,1,R/W,100,,,,,,,,,,"",
"UnitInfo.UnitInfo_EQPTID","R00090",BCD,1,R/W,100,,,,,,,,,,"",
"UnitInfo.UnitInfo_LineCode","RSH00087.006",String,1,R/W,100,,,,,,,,,,"",
"UnitInfo.UnitInfo_ModelName","RSH00059.010",String,1,R/W,100,,,,,,,,,,"",
"UnitInfo.UnitInfo_OperatorCode","RSH00091.008",String,1,R/W,100,,,,,,,,,,"",
"UnitInfo.UnitInfo_PalletNo","RSH00083.008",String,1,R/W,100,,,,,,,,,,"",
"UnitInfo.UnitInfo_Revision","RSH00069.002",String,1,R/W,100,,,,,,,,,,"",
"UnitInfo.UnitInfo_SerialNo","RSH00078.010",String,1,R/W,100,,,,,,,,,,"",
"UnitInfo.UnitInfo_WO","RSH00070.016",String,1,R/W,100,,,,,,,,,,"",
